name	description	author	written	rarity	language	type	base_work	tags	read_bonus	image	content_link
One Warrior's Life	One Warrior's Life — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Azlundar, Lion of Neverwinter is credited in library catalogues; the work is dated to 1289 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Azlundar, Lion of Neverwinter	1289 DR	uncommon	Common	original		neverwinter,history,war	0		https://forgottenrealms.fandom.com/wiki/One_Warrior%27s_Life
The Rise of Randral	The Rise of Randral — A popular tale in print — performed in taverns before it was ever bound between covers. Sandreth Yendrel of Neverwinter is credited in library catalogues; the work is dated to 1326 DR.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Sandreth Yendrel of Neverwinter	1326 DR	common	Common	original		neverwinter,fiction,adventure	0		https://forgottenrealms.fandom.com/wiki/The_Rise_of_Randral
Tavern Dancing My Way to Wizardly Might	Tavern Dancing My Way to Wizardly Might — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Jerenneth Ghaluin of Neverwinter is credited in library catalogues; the work is dated to 1349 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Jerenneth Ghaluin of Neverwinter	1349 DR	uncommon	Common	original		neverwinter,arcane,fiction	0		https://forgottenrealms.fandom.com/wiki/Tavern_Dancing_My_Way_to_Wizardly_Might
Of the Wonders of Magery	Of the Wonders of Magery — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Albaerum the Sage of Neverwinter is credited in library catalogues; the work is dated to 1320s DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Albaerum the Sage of Neverwinter	1320s DR	rare	Common	original		neverwinter,arcane,history	0		https://forgottenrealms.fandom.com/wiki/Of_the_Wonders_of_Magery
Notes from a Soothsayer	Notes from a Soothsayer — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Jeraldine Haverlowe is credited in library catalogues; the work is dated to before 1492 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Jeraldine Haverlowe	before 1492 DR	common	Common	original		waterdeep,arcane,philosophy	0	https://static.wikia.nocookie.net/forgottenrealms/images/d/d9/Gold-bound_book_bg3.png/revision/latest/scale-to-width-down/371?cb=20211026220516	https://forgottenrealms.fandom.com/wiki/Notes_from_a_Soothsayer
Musings of a Shameless Noble	Musings of a Shameless Noble — A text that names names — or appears to — and has outlived more than one owner. Lady Citta Hothemer of Waterdeep is credited in library catalogues; the work is dated to 1357 DR.\n\nSeveral entries end mid-sentence, as if the author learned something and chose discretion over royalties.	Lady Citta Hothemer of Waterdeep	1357 DR	uncommon	Common	original		waterdeep,intrigue,culture	0		https://forgottenrealms.fandom.com/wiki/Musings_of_a_Shameless_Noble
Forty Years Before the Doors	Forty Years Before the Doors — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Zanthravas Rolovantar is credited in library catalogues; the work is dated to 1363 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Zanthravas Rolovantar	1363 DR	rare	Common	original		waterdeep,history,politics	0		https://forgottenrealms.fandom.com/wiki/Forty_Years_Before_the_Doors
Falcon Fun	Falcon Fun — Natural history from hunters, riverfolk, and sages who went outside and wrote down what bit them. Edwin Narlok of Waterdeep is credited in library catalogues; the work is dated to 1344 DR.\n\nSeasonal addenda in surviving copies suggest the author revised the work every year they lived to see spring.	Edwin Narlok of Waterdeep	1344 DR	common	Common	original		waterdeep,nature,culture	0		https://forgottenrealms.fandom.com/wiki/Falcon_Fun
Lords' Writ	Lords' Writ — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Ahghairon is credited in library catalogues; the work is dated to 1039 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Ahghairon	1039 DR	very rare	Common	original		waterdeep,law,history	0		https://forgottenrealms.fandom.com/wiki/Lords%27_Writ
Hilather's Workbook	Hilather's Workbook — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Halaster Blackcloak is credited in library catalogues; the work is dated to circa 132 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Halaster Blackcloak	circa 132 DR	legendary	Common	original		undermountain,arcane,dungeon	0		https://forgottenrealms.fandom.com/wiki/Hilather%27s_Workbook
Fallen Legacies: Arcaeological and Historical Analysis of the Mere of Dead Men	Fallen Legacies: Arcaeological and Historical Analysis of the Mere of Dead Men — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Khelben "Blackstaff" Arunsun is credited in library catalogues; the work is dated to 1346 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Khelben "Blackstaff" Arunsun	1346 DR	rare	Common	original		history,arcane,geography	0		https://forgottenrealms.fandom.com/wiki/Fallen_Legacies%3A_Arcaeological_and_Historical_Analysis_of_the_Mere_of_Dead_Men
Harpering by Moonlight: Approaches to Life	Harpering by Moonlight: Approaches to Life — Harper-related lore — coded, partial, and dangerous to quote without looking over your shoulder. Elminster of Shadowdale is credited in library catalogues; the work is dated to 1330s DR.\n\nNon-Harper readers report the prose is readable; Harper readers report it is a test.	Elminster of Shadowdale	1330s DR	rare	Common	original		harpers,philosophy,arcane	0		https://forgottenrealms.fandom.com/wiki/Harpering_by_Moonlight%3A_Approaches_to_Life
Slumbertime Stories for Sprigs	Slumbertime Stories for Sprigs — A popular tale in print — performed in taverns before it was ever bound between covers. Syluné of Shadowdale is credited in library catalogues; the work is dated to 1330s DR.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Syluné of Shadowdale	1330s DR	common	Common	original		fiction,religion,culture	0		https://forgottenrealms.fandom.com/wiki/Slumbertime_Stories_for_Sprigs
Translations from Kara-Tur Haiku	Translations from Kara-Tur Haiku — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Lhaeo of Shadowdale is credited in library catalogues; the work is dated to 1354 DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Lhaeo of Shadowdale	1354 DR	uncommon	Common	original		philosophy,culture,travel	0		https://forgottenrealms.fandom.com/wiki/Translations_from_Kara-Tur_Haiku
Grand History of the Realms	Grand History of the Realms — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Elminster is credited in library catalogues; the work is dated to 15th century DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Elminster	15th century DR	very rare	Common	original		history,faerun	0		https://forgottenrealms.fandom.com/wiki/Grand_History_of_the_Realms
The High History of Faerûnian Archmages Mighty	The High History of Faerûnian Archmages Mighty — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Antarn the Sage is credited in library catalogues; the work is dated to 1366 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Antarn the Sage	1366 DR	rare	Common	original		arcane,history	0		https://forgottenrealms.fandom.com/wiki/The_High_History_of_Faerûnian_Archmages_Mighty
Planar Travels: A Study of the Planes of Good	Planar Travels: A Study of the Planes of Good — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Elminster is credited in library catalogues; the work is dated to before 1371 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Elminster	before 1371 DR	very rare	Common	original		arcane,religion,philosophy	0		https://forgottenrealms.fandom.com/wiki/Planar_Travels%3A_A_Study_of_the_Planes_of_Good
Volo's Guide to the Moonsea	Volo's Guide to the Moonsea — A regional survey written for travellers who cannot afford to learn geography from dead companions. Volothamp Geddarm is credited in library catalogues; the work is dated to 1357 DR.\n\nMaps are absent or obsolete in most copies; readers are expected to update the text with their own ink.	Volothamp Geddarm	1357 DR	rare	Common	original		geography,travel,intrigue	0		https://forgottenrealms.fandom.com/wiki/Volo%27s_Guide_to_the_Moonsea
Volo's Guide to the Vast	Volo's Guide to the Vast — A regional survey written for travellers who cannot afford to learn geography from dead companions. Volothamp Geddarm is credited in library catalogues; the work is dated to 1358 DR.\n\nMaps are absent or obsolete in most copies; readers are expected to update the text with their own ink.	Volothamp Geddarm	1358 DR	rare	Common	original		geography,travel	0		https://forgottenrealms.fandom.com/wiki/Volo%27s_Guide_to_the_Vast
Volo's Guide to Westgate and the Dragon Coast	Volo's Guide to Westgate and the Dragon Coast — A regional survey written for travellers who cannot afford to learn geography from dead companions. Volothamp Geddarm is credited in library catalogues; the work is dated to 1362 DR.\n\nMaps are absent or obsolete in most copies; readers are expected to update the text with their own ink.	Volothamp Geddarm	1362 DR	uncommon	Common	original		geography,travel,intrigue	0		https://forgottenrealms.fandom.com/wiki/Volo%27s_Guide_to_Westgate_and_the_Dragon_Coast
Volo's Guide to Calimport	Volo's Guide to Calimport — A regional survey written for travellers who cannot afford to learn geography from dead companions. Volothamp Geddarm is credited in library catalogues; the work is dated to 1364 DR.\n\nMaps are absent or obsolete in most copies; readers are expected to update the text with their own ink.	Volothamp Geddarm	1364 DR	rare	Common	original		geography,travel	0		https://forgottenrealms.fandom.com/wiki/Volo%27s_Guide_to_Calimport
Volo's Guide to the Lands of Intrigue	Volo's Guide to the Lands of Intrigue — A regional survey written for travellers who cannot afford to learn geography from dead companions. Volothamp Geddarm is credited in library catalogues; the work is dated to 1369 DR.\n\nMaps are absent or obsolete in most copies; readers are expected to update the text with their own ink.	Volothamp Geddarm	1369 DR	uncommon	Common	original		geography,intrigue,travel	0		https://forgottenrealms.fandom.com/wiki/Volo%27s_Guide_to_the_Lands_of_Intrigue
Volo's Bestiaries: The Malaugrym	Volo's Bestiaries: The Malaugrym — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Volothamp Geddarm is credited in library catalogues; the work is dated to before 1374 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Volothamp Geddarm	before 1374 DR	rare	Common	original		arcane,nature,history	0		https://forgottenrealms.fandom.com/wiki/Volo%27s_Bestiaries%3A_The_Malaugrym
Corsairs of Luskan	Corsairs of Luskan — Military history and counsel from campaigns fought along the Frontier and the Sword Coast. Library catalogues list no certain author; the work is dated to before 1492 DR.\n\nVeterans annotate the margins with corrections; green officers treat those notes as insults until the first ambush.	Unknown	before 1492 DR	common	Common	original		luskan,sea,war	0	https://static.wikia.nocookie.net/forgottenrealms/images/d/d6/Brown_book_bg3.png/revision/latest/scale-to-width-down/390?cb=20231123232732	https://forgottenrealms.fandom.com/wiki/Corsairs_of_Luskan
Folio of Brass	Folio of Brass — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Tellar Moendath of Luskan is credited in library catalogues; the work is dated to 1250 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Tellar Moendath of Luskan	1250 DR	uncommon	Common	original		luskan,history,trade	0		https://forgottenrealms.fandom.com/wiki/Folio_of_Brass
The History of the Moonsea North	The History of the Moonsea North — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Library catalogues list no certain author; the work is dated to before 1479 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Unknown	before 1479 DR	uncommon	Common	original		north,history,moonsea	0		https://forgottenrealms.fandom.com/wiki/The_History_of_the_Moonsea_North
Traveler's Guide to Icewind Dale	Traveler's Guide to Icewind Dale — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Library catalogues list no certain author; the work is dated to 1281–1312 DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Unknown	1281–1312 DR	common	Common	original		north,travel,geography	0	https://static.wikia.nocookie.net/forgottenrealms/images/d/de/IWD2_white_book.png/revision/latest?cb=20221115133446	https://forgottenrealms.fandom.com/wiki/Traveler%27s_Guide_to_Icewind_Dale
Traveler's Guide to Silverymoon – Inns, Taverns, and Local Law	Traveler's Guide to Silverymoon – Inns, Taverns, and Local Law — Practical notes for wayfarers — tolls, seasons, inns, and the unwritten rules of safe passage. Imgath Gland and Sagreth Kormun is credited in library catalogues; the work is dated to before 1370 DR.\n\nExperienced caravans treat the counsel as suggestion only — but rookies who ignore it seldom return to disagree.	Imgath Gland and Sagreth Kormun	before 1370 DR	common	Common	original		north,travel,law	0		https://forgottenrealms.fandom.com/wiki/Traveler%27s_Guide_to_Silverymoon_–_Inns,_Taverns,_and_Local_Law
Legacy of the Three Shields	Legacy of the Three Shields — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Iana Robinsong of Silverymoon is credited in library catalogues; the work is dated to 900s DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Iana Robinsong of Silverymoon	900s DR	uncommon	Common	original		north,history,myth	0		https://forgottenrealms.fandom.com/wiki/Legacy_of_the_Three_Shields
Shadows in the Firelight	Shadows in the Firelight — A popular tale in print — performed in taverns before it was ever bound between covers. Glarthlyn of Silverymoon is credited in library catalogues; the work is dated to unknown.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Glarthlyn of Silverymoon	unknown	common	Common	original		north,fiction,culture	0		https://forgottenrealms.fandom.com/wiki/Shadows_in_the_Firelight
To Harp and to Help	To Harp and to Help — Harper-related lore — coded, partial, and dangerous to quote without looking over your shoulder. Alustriel is credited in library catalogues; the work is dated to 1271 DR.\n\nNon-Harper readers report the prose is readable; Harper readers report it is a test.	Alustriel	1271 DR	rare	Common	original		harpers,philosophy,history	0		https://forgottenrealms.fandom.com/wiki/To_Harp_and_to_Help
To Harp and Help—An Addendum	To Harp and Help—An Addendum — Harper-related lore — coded, partial, and dangerous to quote without looking over your shoulder. Alustriel is credited in library catalogues; the work is dated to 1294 DR.\n\nNon-Harper readers report the prose is readable; Harper readers report it is a test.	Alustriel	1294 DR	rare	Common	original		harpers,philosophy,history	0		https://forgottenrealms.fandom.com/wiki/To_Harp_and_Help—An_Addendum
The Song of One Harp	The Song of One Harp — Harper-related lore — coded, partial, and dangerous to quote without looking over your shoulder. Storm Silverhand is credited in library catalogues; the work is dated to 1302 DR.\n\nNon-Harper readers report the prose is readable; Harper readers report it is a test.	Storm Silverhand	1302 DR	uncommon	Common	original		harpers,music,arcane	0		https://forgottenrealms.fandom.com/wiki/The_Song_of_One_Harp
Lore of the Coast	Lore of the Coast — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Irigoth Mmar is credited in library catalogues; the work is dated to 1223 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Irigoth Mmar	1223 DR	uncommon	Common	original		baldurs_gate,history,geography	0		https://forgottenrealms.fandom.com/wiki/Lore_of_the_Coast
Gloryswords: An Informal and Incomplete Overview of Adventuring Bands in the Year of the Spur	Gloryswords: An Informal and Incomplete Overview of Adventuring Bands in the Year of the Spur — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Ragefast is credited in library catalogues; the work is dated to 1369 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Ragefast	1369 DR	common	Common	original		baldurs_gate,history,adventure	0		https://forgottenrealms.fandom.com/wiki/Gloryswords%3A_An_Informal_and_Incomplete_Overview_of_Adventuring_Bands_in_the_Year_of_the_Spur
Just Another Tome Among So Many: Last Leaves of a Librarian	Just Another Tome Among So Many: Last Leaves of a Librarian — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Beldrim Bessart of Baldur's Gate is credited in library catalogues; the work is dated to unknown.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Beldrim Bessart of Baldur's Gate	unknown	uncommon	Common	original		baldurs_gate,philosophy,history	0		https://forgottenrealms.fandom.com/wiki/Just_Another_Tome_Among_So_Many%3A_Last_Leaves_of_a_Librarian
The Guild: Hidden Rulers of Baldur's Gate	The Guild: Hidden Rulers of Baldur's Gate — A text that names names — or appears to — and has outlived more than one owner. Library catalogues list no certain author; the work is dated to before 1492 DR.\n\nSeveral entries end mid-sentence, as if the author learned something and chose discretion over royalties.	Unknown	before 1492 DR	rare	Common	original		baldurs_gate,intrigue,trade	0		https://forgottenrealms.fandom.com/wiki/The_Guild%3A_Hidden_Rulers_of_Baldur%27s_Gate
Dukes of Baldur's Gate	Dukes of Baldur's Gate — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Library catalogues list no certain author; the work is dated to 1492 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Unknown	1492 DR	uncommon	Common	original		baldurs_gate,history,politics	0		https://forgottenrealms.fandom.com/wiki/Dukes_of_Baldur%27s_Gate
My Dinner With Goblins	My Dinner With Goblins — A popular tale in print — performed in taverns before it was ever bound between covers. Angus Hammerfall is credited in library catalogues; the work is dated to before 1372 DR.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Angus Hammerfall	before 1372 DR	common	Common	original		fiction,nature,humor	0		https://forgottenrealms.fandom.com/wiki/My_Dinner_With_Goblins
Folklore of Faerûn	Folklore of Faerûn — Legends collected from tavern verse, elder memory, and sources no scholar will swear to in court. Library catalogues list no certain author; the work is dated to before 1372 DR.\n\nEach generation adds a verse; purists claim the oldest layer is true and everything since is flattery.	Unknown	before 1372 DR	common	Common	original		myth,culture,faerun	0		https://forgottenrealms.fandom.com/wiki/Folklore_of_Faerûn
Fables of Faerûn	Fables of Faerûn — A popular tale in print — performed in taverns before it was ever bound between covers. Library catalogues list no certain author; the work is dated to before 1492 DR.\n\nCritics call it low art; innkeepers call it excellent for business on rainy nights.	Unknown	before 1492 DR	common	Common	original		fiction,myth,culture	0		https://forgottenrealms.fandom.com/wiki/Fables_of_Faerûn
Folksongs of Faerûn	Folksongs of Faerûn — An in-universe work listed in Candlekeep indices and frontier libraries throughout the Heartlands. Library catalogues list no certain author; the work is dated to 1492 DR.\n\nCopies vary by scriptorium; Candlekeep treats the title as known though completeness is never guaranteed.	Unknown	1492 DR	common	Common	original		music,culture,faerun	0	https://static.wikia.nocookie.net/forgottenrealms/images/7/7f/Folksong_of_Faer%C3%BBn.png/revision/latest/scale-to-width-down/400?cb=20211019213919	https://forgottenrealms.fandom.com/wiki/Folksongs_of_Faerûn
Maritime Tales of Faerûn	Maritime Tales of Faerûn — An in-universe work listed in Candlekeep indices and frontier libraries throughout the Heartlands. Library catalogues list no certain author; the work is dated to before 1492 DR.\n\nCopies vary by scriptorium; Candlekeep treats the title as known though completeness is never guaranteed.	Unknown	before 1492 DR	common	Common	original		sea,adventure,culture	0		https://forgottenrealms.fandom.com/wiki/Maritime_Tales_of_Faerûn
Bestiary of Creatures Strange and Wonderful	Bestiary of Creatures Strange and Wonderful — Natural history from hunters, riverfolk, and sages who went outside and wrote down what bit them. Anonymous is credited in library catalogues; the work is dated to 600s DR.\n\nSeasonal addenda in surviving copies suggest the author revised the work every year they lived to see spring.	Anonymous	600s DR	uncommon	Common	original		nature,monsters,history	0		https://forgottenrealms.fandom.com/wiki/Bestiary_of_Creatures_Strange_and_Wonderful
The Compleat Dragon-Hunter	The Compleat Dragon-Hunter — Military history and counsel from campaigns fought along the Frontier and the Sword Coast. Smerdiuk Dragonbane of Arabel is credited in library catalogues; the work is dated to 1300 DR.\n\nVeterans annotate the margins with corrections; green officers treat those notes as insults until the first ambush.	Smerdiuk Dragonbane of Arabel	1300 DR	uncommon	Common	original		war,monsters,nature	0	https://static.wikia.nocookie.net/forgottenrealms/images/c/c9/Grim_Bounty.jpg/revision/latest/scale-to-width-down/400?cb=20211125131444	https://forgottenrealms.fandom.com/wiki/The_Compleat_Dragon-Hunter
Gaurdront's Guide to Monstrous Beasts	Gaurdront's Guide to Monstrous Beasts — Natural history from hunters, riverfolk, and sages who went outside and wrote down what bit them. Gaurdront is credited in library catalogues; the work is dated to before 1372 DR.\n\nSeasonal addenda in surviving copies suggest the author revised the work every year they lived to see spring.	Gaurdront	before 1372 DR	common	Common	original		nature,monsters,travel	0		https://forgottenrealms.fandom.com/wiki/Gaurdront%27s_Guide_to_Monstrous_Beasts
Haarl's Treatise on Dragonkind	Haarl's Treatise on Dragonkind — Natural history from hunters, riverfolk, and sages who went outside and wrote down what bit them. Hearl is credited in library catalogues; the work is dated to before 1480 DR.\n\nSeasonal addenda in surviving copies suggest the author revised the work every year they lived to see spring.	Hearl	before 1480 DR	rare	Common	original		nature,history,arcane	0		https://forgottenrealms.fandom.com/wiki/Haarl%27s_Treatise_on_Dragonkind
Treatise on Monsters Known and Unknown	Treatise on Monsters Known and Unknown — Natural history from hunters, riverfolk, and sages who went outside and wrote down what bit them. Thardon Ilvynner is credited in library catalogues; the work is dated to 516–522 DR.\n\nSeasonal addenda in surviving copies suggest the author revised the work every year they lived to see spring.	Thardon Ilvynner	516–522 DR	ancient	Common	original		nature,monsters,history	0		https://forgottenrealms.fandom.com/wiki/Treatise_on_Monsters_Known_and_Unknown
Runes Made Easy	Runes Made Easy — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Scribes of Candlekeep is credited in library catalogues; the work is dated to before 1357 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Scribes of Candlekeep	before 1357 DR	uncommon	Common	original		arcane,history,language	0		https://forgottenrealms.fandom.com/wiki/Runes_Made_Easy
Dwarven Runes: A Quick Guide to Interpretation	Dwarven Runes: A Quick Guide to Interpretation — A treatise on magic as it is actually practiced — wards, reputations, and the price of mispronunciation. Carorn Forath is credited in library catalogues; the work is dated to before 1370 DR.\n\nComplete copies are rare; excerpted versions circulate among mages who insist the missing pages do not matter.	Carorn Forath	before 1370 DR	common	Common	original		dwarves,language,arcane	0		https://forgottenrealms.fandom.com/wiki/Dwarven_Runes%3A_A_Quick_Guide_to_Interpretation
Dethek: Dialects and Diction	Dethek: Dialects and Diction — An in-universe work listed in Candlekeep indices and frontier libraries throughout the Heartlands. Library catalogues list no certain author; the work is dated to unknown.\n\nCopies vary by scriptorium; Candlekeep treats the title as known though completeness is never guaranteed.	Unknown	unknown	uncommon	Common	original		dwarves,language,culture	0		https://forgottenrealms.fandom.com/wiki/Dethek%3A_Dialects_and_Diction
Missives of Candlekeep	Missives of Candlekeep — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Various is credited in library catalogues; the work is dated to before 1492 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Various	before 1492 DR	rare	Common	original		history,arcane,faerun	0	https://static.wikia.nocookie.net/forgottenrealms/images/9/99/Book_red_bg3.png/revision/latest/scale-to-width-down/375?cb=20230406053157	https://forgottenrealms.fandom.com/wiki/Missives_of_Candlekeep
Kandlekeep Dekonstruktion	Kandlekeep Dekonstruktion — A chronicle preserved in northern and coastal scriptoria — dates, names, and the sort of detail merchants pretend not to need. Isajar is credited in library catalogues; the work is dated to before 1492 DR.\n\nLater hands added marginal dates and crossed out names; historians still argue which revisions were propaganda.	Isajar	before 1492 DR	uncommon	Common	original		history,humor,culture	0		https://forgottenrealms.fandom.com/wiki/Kandlekeep_Dekonstruktion
The Origin Myths—A Treatise	The Origin Myths—A Treatise — Legends collected from tavern verse, elder memory, and sources no scholar will swear to in court. Dunkelzahn of Candlekeep is credited in library catalogues; the work is dated to 1354 DR.\n\nEach generation adds a verse; purists claim the oldest layer is true and everything since is flattery.	Dunkelzahn of Candlekeep	1354 DR	rare	Common	original		myth,religion,history	0		https://forgottenrealms.fandom.com/wiki/The_Origin_Myths—A_Treatise
Red Book of War	Red Book of War — Military history and counsel from campaigns fought along the Frontier and the Sword Coast. Library catalogues list no certain author; the work is dated to before 1357 DR.\n\nVeterans annotate the margins with corrections; green officers treat those notes as insults until the first ambush.	Unknown	before 1357 DR	very rare	Common	original		war,history,arcane	0		https://forgottenrealms.fandom.com/wiki/Red_Book_of_War
The Field of Battle	The Field of Battle — Military history and counsel from campaigns fought along the Frontier and the Sword Coast. Hludar Sylem is credited in library catalogues; the work is dated to before 1369 DR.\n\nVeterans annotate the margins with corrections; green officers treat those notes as insults until the first ambush.	Hludar Sylem	before 1369 DR	uncommon	Common	original		war,history	0		https://forgottenrealms.fandom.com/wiki/The_Field_of_Battle
Sergeant Thuresh's 101 Essays on Military Tactics	Sergeant Thuresh's 101 Essays on Military Tactics — Military history and counsel from campaigns fought along the Frontier and the Sword Coast. Ugrand Thuresh is credited in library catalogues; the work is dated to before 1370 DR.\n\nVeterans annotate the margins with corrections; green officers treat those notes as insults until the first ambush.	Ugrand Thuresh	before 1370 DR	common	Common	original		war,philosophy	0		https://forgottenrealms.fandom.com/wiki/Sergeant_Thuresh%27s_101_Essays_on_Military_Tactics
Things a Knight Should Know	Things a Knight Should Know — Military history and counsel from campaigns fought along the Frontier and the Sword Coast. Myrintar Hasantar is credited in library catalogues; the work is dated to 1307 DR.\n\nVeterans annotate the margins with corrections; green officers treat those notes as insults until the first ambush.	Myrintar Hasantar	1307 DR	common	Common	original		war,philosophy,culture	0		https://forgottenrealms.fandom.com/wiki/Things_a_Knight_Should_Know
Manual of puissant skill at arms	Manual of puissant skill at arms — Military history and counsel from campaigns fought along the Frontier and the Sword Coast. Various is credited in library catalogues; the work is dated to various.\n\nVeterans annotate the margins with corrections; green officers treat those notes as insults until the first ambush.	Various	various	uncommon	Common	original		war,arcane	0		https://forgottenrealms.fandom.com/wiki/Manual_of_puissant_skill_at_arms
Manual of stealthy pilfering	Manual of stealthy pilfering — A text that names names — or appears to — and has outlived more than one owner. Various is credited in library catalogues; the work is dated to various.\n\nSeveral entries end mid-sentence, as if the author learned something and chose discretion over royalties.	Various	various	uncommon	Common	original		intrigue,arcane	0	https://static.wikia.nocookie.net/forgottenrealms/images/f/f9/Manual_of_Stealthy_Pilfering_AD%26D.jpg/revision/latest/scale-to-width-down/337?cb=20250203133319	https://forgottenrealms.fandom.com/wiki/Manual_of_stealthy_pilfering
Teachings of the Morning's Glory	Teachings of the Morning's Glory — Devotional and doctrinal writing circulated among temples and faithful households along the trade routes. Thorndar Erlin is credited in library catalogues; the work is dated to 20 DR.\n\nTemple libraries hold the cleanest editions; roadside chapbooks may omit verses the clergy prefer not to recite aloud.	Thorndar Erlin	20 DR	ancient	Common	original		religion,history	0		https://forgottenrealms.fandom.com/wiki/Teachings_of_the_Morning%27s_Glory
The Healing Power of Prayer: Curative Rituals of the House of Ilmater	The Healing Power of Prayer: Curative Rituals of the House of Ilmater — Devotional and doctrinal writing circulated among temples and faithful households along the trade routes. Library catalogues list no certain author; the work is dated to unknown.\n\nTemple libraries hold the cleanest editions; roadside chapbooks may omit verses the clergy prefer not to recite aloud.	Unknown	unknown	uncommon	Common	original		religion,philosophy	0		https://forgottenrealms.fandom.com/wiki/The_Healing_Power_of_Prayer%3A_Curative_Rituals_of_the_House_of_Ilmater
Life on the Rack	Life on the Rack — Devotional and doctrinal writing circulated among temples and faithful households along the trade routes. Shavryn Ilidar is credited in library catalogues; the work is dated to 650 DR.\n\nTemple libraries hold the cleanest editions; roadside chapbooks may omit verses the clergy prefer not to recite aloud.	Shavryn Ilidar	650 DR	ancient	Common	original		religion,history,philosophy	0		https://forgottenrealms.fandom.com/wiki/Life_on_the_Rack
On the Worship of Umberlee	On the Worship of Umberlee — Devotional and doctrinal writing circulated among temples and faithful households along the trade routes. Library catalogues list no certain author; the work is dated to before 1372 DR.\n\nTemple libraries hold the cleanest editions; roadside chapbooks may omit verses the clergy prefer not to recite aloud.	Unknown	before 1372 DR	common	Common	original		religion,sea,nature	0		https://forgottenrealms.fandom.com/wiki/On_the_Worship_of_Umberlee
